,Age,Gender,Country,Mental health issue inteferes with work,Do you work remotely?,mental health benefits by employer,Negative impacts from discussing mental health issues with employer,Comfortable discussing mental health issues with corworkers,Comfortable discussing mental health issues with direct supervisor(s),Bring up mental health issues in an interview,year,Diagonosed with a mental health condition,Mental health conditionn(s)
2582,21.0,Male,United States of America,Often,Sometimes,Don't know,Maybe,Maybe,I don't know,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2583,26.0,Female,United States of America,Often,Sometimes,Yes,Yes,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
2585,56.0,Male,United States of America,Often,Sometimes,Yes,Maybe,Yes,Yes,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2586,53.0,Female,United States of America,Often,Yes,,,,,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
2587,48.0,Female,United States of America,Often,Sometimes,,,,,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2590,27.0,Female,United States of America,Often,No,No,Yes,Yes,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)"
2591,39.0,Female,United States of America,Sometimes,Sometimes,Don't know,No,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2593,34.0,Male,United States of America,Often,Yes,Yes,Yes,No,No,No,2016,No,
2601,29.0,Female,United States of America,Sometimes,No,Yes,No,Maybe,Yes,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2605,23.0,Male,United States of America,Not applicable to me,Sometimes,Don't know,No,Maybe,Yes,Yes,2016,No,
2606,24.0,Female,United States of America,Not applicable to me,Sometimes,Don't know,No,No,No,Maybe,2016,No,
2609,22.0,Male,United States of America,Often,No,Don't know,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)"
2610,32.0,Male,United States of America,Sometimes,Sometimes,No,Maybe,No,No,Maybe,2016,No,
2611,35.0,Female,United States of America,Sometimes,Yes,Don't know,Maybe,Yes,No,Maybe,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2612,26.0,Male,United States of America,Sometimes,Sometimes,Yes,Maybe,No,No,Yes,2016,Yes,Attention Deficit Hyperactivity Disorder
2614,32.0,Male,United States of America,Often,Sometimes,,,,,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
2617,33.0,Male,United States of America,Not applicable to me,Yes,Yes,No,Yes,Yes,Yes,2016,No,
2618,28.0,Male,United States of America,Often,Sometimes,Yes,No,Yes,No,Maybe,2016,Yes,Post-traumatic Stress Disorder
2619,22.0,Female,United States of America,Sometimes,Sometimes,Don't know,Maybe,Maybe,No,Maybe,2016,No,
2621,30.0,Male,United States of America,Not applicable to me,Yes,Yes,Maybe,Maybe,No,Maybe,2016,No,
2622,29.0,Male,United States of America,Often,No,Don't know,Maybe,Maybe,No,No,2016,Yes,ADD (w/o Hyperactivity)
2623,22.0,Male,United States of America,Often,Sometimes,Don't know,Maybe,No,No,No,2016,No,
2624,24.0,Female,United States of America,Often,Sometimes,,,,,No,2016,Yes,"Addictive Disorder|Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)|Attention Deficit Hyperactivity Disorder|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder|Dissociative Disorder"
2625,29.0,Female,United States of America,Often,Yes,,,,,No,2016,No,
2626,30.0,Male,United States of America,Sometimes,Sometimes,Yes,Maybe,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2627,25.0,Male,United States of America,Sometimes,Yes,,,,,Maybe,2016,No,
2628,39.0,Male,United States of America,Not applicable to me,Sometimes,Yes,Maybe,Maybe,I don't know,No,2016,No,
2630,25.0,Male,United States of America,Often,Sometimes,,,,,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
2631,39.0,Male,United States of America,Not applicable to me,Sometimes,Yes,Maybe,No,Yes,No,2016,No,
2632,31.0,Female,United States of America,Often,Yes,Yes,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2633,35.0,Male,United States of America,Not applicable to me,Sometimes,Yes,Yes,Maybe,No,No,2016,No,
2634,31.0,Female,United States of America,Often,Yes,,,,,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
2635,23.0,Male,United States of America,Often,Sometimes,No,Yes,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
2636,30.0,Male,United States of America,Sometimes,No,Yes,Maybe,No,Yes,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2639,26.0,Female,United States of America,Sometimes,No,Yes,No,Maybe,No,No,2016,Yes,Attention Deficit Hyperactivity Disorder
2640,24.0,Female,United States of America,Often,No,Yes,Maybe,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2641,32.0,Male,United States of America,Not applicable to me,No,Yes,Maybe,No,No,No,2016,No,
2642,35.0,Male,United States of America,Often,Yes,,,,,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2644,32.0,Male,United States of America,Often,Sometimes,Yes,Maybe,No,No,Maybe,2016,Yes,Attention Deficit Hyperactivity Disorder
2645,35.0,Male,United States of America,Often,No,Yes,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)"
2646,26.0,Female,United States of America,Rarely,Yes,Don't know,Maybe,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2647,30.0,Female,United States of America,Sometimes,Sometimes,Yes,Maybe,Maybe,Yes,Maybe,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder"
2648,29.0,Male,United States of America,Often,No,Yes,Maybe,Maybe,No,Maybe,2016,No,
2651,35.0,Male,United States of America,Not applicable to me,Sometimes,Yes,Yes,No,No,No,2016,No,
2652,25.0,Female,United States of America,Often,Sometimes,No,Yes,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2653,22.0,Queer/Non-binary,United States of America,Often,No,No,Maybe,Yes,Yes,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2655,23.0,Male,United States of America,Often,Sometimes,Yes,Yes,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2657,28.0,Male,United States of America,Rarely,Yes,Yes,Yes,No,No,Yes,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder"
2658,30.0,Male,United States of America,Often,No,Yes,No,Yes,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2659,28.0,Male,United States of America,Sometimes,Sometimes,Yes,No,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2660,28.0,Female,United States of America,Sometimes,Yes,Yes,No,Yes,Yes,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)"
2661,37.0,Male,United States of America,Often,No,Yes,Maybe,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2662,30.0,Male,United States of America,Sometimes,Sometimes,No,Maybe,Maybe,Yes,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
2667,29.0,Male,United States of America,Sometimes,Sometimes,Don't know,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Obsessive-Compulsive Disorder"
2671,22.0,Female,United States of America,Often,Sometimes,Yes,Yes,No,No,No,2016,Yes,Schizotypal Personality Disorder
2672,24.0,Male,United States of America,Sometimes,Sometimes,No,No,Maybe,Yes,Maybe,2016,No,
2673,24.0,Female,United States of America,Often,Sometimes,Yes,No,Yes,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder"
2674,36.0,Female,United States of America,Sometimes,No,Yes,No,Yes,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)"
2675,24.0,Female,United States of America,Often,No,No,Maybe,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
2676,24.0,Male,United States of America,Not applicable to me,No,No,Maybe,No,No,No,2016,No,
2679,41.0,Male,United States of America,Often,Sometimes,Yes,Maybe,Yes,Yes,No,2016,Yes,Attention Deficit Hyperactivity Disorder
2682,30.0,Male,United States of America,Not applicable to me,Yes,Don't know,Maybe,Maybe,No,No,2016,No,
2687,38.0,Female,United States of America,Often,Yes,Yes,No,Yes,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder"
2688,34.0,Female,United States of America,Not applicable to me,Sometimes,,,,,No,2016,No,
2690,52.0,Male,United States of America,Sometimes,Sometimes,Yes,Maybe,Yes,Yes,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2691,30.0,Female,United States of America,Often,Sometimes,Don't know,Maybe,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2695,36.0,Male,United States of America,Sometimes,,Yes,,Maybe,I don't know,No,2017,Yes,
2696,22.0,Male,United States of America,Often,,,,Yes,I don't know,No,2017,Yes,
2697,52.0,Female,United States of America,Sometimes,,No,No,,,No,2017,,
2698,30.0,Male,United States of America,Not applicable to me,,No,,Maybe,No,No,2017,,
2699,36.0,Female,United States of America,Often,,Yes,,No,No,No,2017,Yes,
2700,38.0,Female,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
2703,40.0,Male,United States of America,Sometimes,,Yes,,No,No,No,2017,Yes,
2704,35.0,Male,United States of America,Often,,Yes,,No,No,No,2017,Yes,
2706,22.0,Female,United States of America,Often,,Don't know,,Maybe,No,No,2017,No,
2707,34.0,Female,United States of America,Sometimes,,Yes,,Yes,I don't know,No,2017,Yes,
2708,28.0,Male,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2710,53.0,Male,United States of America,Not applicable to me,,Don't know,NA,,,No,2017,,
2715,37.0,Female,United States of America,Often,,,,Yes,No,No,2017,Yes,
2719,66.0,Female,United States of America,Often,,Yes,,No,No,No,2017,Yes,
2720,31.0,Female,United States of America,Often,,No,,Maybe,No,No,2017,Yes,
2722,46.0,Male,United States of America,Sometimes,,Yes,No,,,No,2017,Yes,
2723,30.0,Female,United States of America,Sometimes,,Yes,,No,I don't know,No,2017,Yes,
2724,31.0,Male,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2727,28.0,Female,United States of America,Often,,No,,Maybe,No,No,2017,Yes,
2729,25.0,Male,United States of America,Sometimes,,Yes,,Yes,No,Maybe,2017,Yes,
2730,35.0,Male,United States of America,Often,,No,,No,Yes,No,2017,Yes,
2732,40.0,Male,United States of America,Rarely,,Yes,,Yes,No,No,2017,,
2733,32.0,Male,United States of America,Sometimes,,Don't know,,Maybe,No,Maybe,2017,Yes,
2734,39.0,Male,United States of America,Not applicable to me,,No,,No,No,No,2017,,
2735,33.0,Male,United States of America,Often,,Yes,,Maybe,I don't know,No,2017,Yes,
2736,40.0,Male,United States of America,Often,,Yes,,No,Yes,No,2017,,
2737,42.0,Male,United States of America,Sometimes,,Yes,,Maybe,No,Maybe,2017,Yes,
2738,32.0,Male,United States of America,Often,,Don't know,,No,I don't know,Maybe,2017,Yes,
2739,27.0,Female,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2742,39.0,Male,United States of America,Sometimes,,Yes,,Maybe,No,Maybe,2017,Yes,
2743,42.0,Female,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
2745,38.0,Female,United States of America,Often,,Yes,,No,No,No,2017,Yes,
2749,45.0,Male,United States of America,Sometimes,,Yes,NA,,,No,2017,,
2754,54.0,Female,United States of America,Often,,Yes,Maybe,,,No,2017,Yes,
2757,44.0,Female,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
2760,35.0,Female,United States of America,Sometimes,,Yes,,Maybe,No,No,2017,,
2761,45.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
2762,23.0,Male,United States of America,Not applicable to me,,,,Yes,No,No,2017,,
2763,44.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,I don't know,Maybe,2017,,
2764,38.0,Male,United States of America,Sometimes,,Yes,,Maybe,Yes,No,2017,,
2765,46.0,Male,United States of America,Often,,Yes,,Yes,Yes,No,2017,,
2766,27.0,Queer/Non-binary,United States of America,Often,,Don't know,,No,Yes,No,2017,Yes,
2767,39.0,Female,United States of America,Often,,Don't know,,Maybe,I don't know,No,2017,Yes,
2768,33.0,Female,United States of America,Often,,Yes,,No,No,No,2017,,
2769,38.0,Female,United States of America,Often,,Yes,No,,,No,2017,Yes,
2772,26.0,Female,United States of America,Often,,Don't know,,No,I don't know,No,2017,Yes,
2773,50.0,Male,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2774,31.0,Male,United States of America,Not applicable to me,,Don't know,,Yes,I don't know,No,2017,Yes,
2776,30.0,Male,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2777,30.0,Male,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2780,24.0,Female,United States of America,Often,,Yes,,Maybe,Yes,No,2017,Yes,
2781,30.0,Male,United States of America,Often,,Yes,Yes,,,No,2017,Yes,
2783,31.0,Female,United States of America,Often,,Yes,,No,No,No,2017,Yes,
2785,27.0,Female,United States of America,Often,,Don't know,,Yes,No,Maybe,2017,Yes,
2787,52.0,Female,United States of America,Not applicable to me,,Yes,,No,No,No,2017,,
2789,37.0,Male,United States of America,Often,,Don't know,,No,No,No,2017,,
2791,38.0,Male,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
2792,57.0,Female,United States of America,Often,,Yes,No,,,No,2017,Yes,
2793,34.0,Male,United States of America,Sometimes,,No,,Maybe,I don't know,No,2017,Yes,
2795,30.0,Male,United States of America,Sometimes,,Yes,,Maybe,No,No,2017,,
2796,52.0,Male,United States of America,Rarely,,Yes,,No,Yes,No,2017,,
2797,31.0,Female,United States of America,Often,,Yes,NA,,,No,2017,Yes,
2800,29.0,Female,United States of America,Sometimes,,No,,No,No,No,2017,Yes,
2801,44.0,Male,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2804,30.0,Male,United States of America,Often,,No,,No,No,No,2017,,
2805,29.0,Male,United States of America,Sometimes,,No,,Yes,Yes,Maybe,2017,Yes,
2806,27.0,Female,United States of America,Often,,,,Maybe,Yes,No,2017,Yes,
2807,39.0,Male,United States of America,Often,,Yes,,Maybe,Yes,No,2017,Yes,
2808,40.0,Female,United States of America,Not applicable to me,,Yes,,No,Yes,No,2017,,
2809,36.0,Female,United States of America,Sometimes,,Yes,,Maybe,Yes,Maybe,2017,,
2810,48.0,Female,United States of America,Sometimes,,No,NA,,,No,2017,,
2811,43.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,Yes,Maybe,2017,,
2812,38.0,Male,United States of America,Often,,Yes,,Maybe,I don't know,No,2017,Yes,
2813,42.0,Male,United States of America,Not applicable to me,,Yes,,Yes,No,Maybe,2017,,
2815,30.0,Male,United States of America,Often,,Yes,,Yes,No,No,2017,No,
2820,43.0,Male,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2821,25.0,Female,United States of America,Often,,Yes,,No,No,No,2017,Yes,
2822,34.0,Male,United States of America,Often,,Yes,,No,Yes,No,2017,Yes,
2823,28.0,Female,United States of America,Not applicable to me,,Don't know,,Yes,Yes,No,2017,,
2830,39.0,Male,United States of America,Often,,,No,,,No,2017,Yes,
2831,24.0,Male,United States of America,Often,,,,Maybe,No,No,2017,,
2832,54.0,Male,United States of America,Sometimes,,Don't know,,Yes,No,Yes,2017,Yes,
2833,47.0,Male,United States of America,Sometimes,,Yes,,Yes,Yes,Maybe,2017,Yes,
2835,30.0,,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
2836,48.0,Male,United States of America,Rarely,,Yes,,Maybe,No,No,2017,,
2837,35.0,Male,United States of America,Often,,Yes,,Yes,I don't know,Maybe,2017,,
2838,34.0,Male,United States of America,Not applicable to me,,No,,Yes,No,No,2017,,
2840,25.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
2842,34.0,Male,United States of America,Often,,Don't know,,No,Yes,No,2017,Yes,
2843,42.0,Male,United States of America,Sometimes,,Don't know,,No,No,No,2017,,
2844,27.0,Male,United States of America,Often,,,,Yes,No,No,2017,Yes,
2845,33.0,Female,United States of America,Often,,,,Maybe,No,No,2017,,
2846,27.0,Female,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
2847,48.0,Male,United States of America,Rarely,,Yes,,Yes,No,No,2017,,
2848,32.0,Female,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2849,29.0,Male,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
2850,36.0,Female,United States of America,Often,,Yes,Maybe,,,No,2017,No,
2853,50.0,Female,United States of America,Sometimes,,Don't know,,No,I don't know,No,2017,,
2856,42.0,Female,United States of America,Sometimes,,Yes,,Maybe,I don't know,Maybe,2017,,
2858,22.0,Male,United States of America,Not applicable to me,,,,Maybe,No,Maybe,2017,,
2859,39.0,Female,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
2864,36.0,Male,United States of America,Not applicable to me,,Yes,NA,,,No,2017,,
2866,28.0,Male,United States of America,Often,,Yes,,Maybe,No,Maybe,2017,,
2867,28.0,Male,United States of America,Not applicable to me,,,,Maybe,No,Maybe,2017,,
2868,25.0,Female,United States of America,Often,,,,Maybe,No,No,2017,Yes,
2874,37.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,No,Maybe,2017,,
2882,26.0,Male,United States of America,Not applicable to me,,Yes,NA,,,No,2017,,
2884,47.0,Female,United States of America,Never,,Yes,,No,No,No,2017,,
2885,24.0,Female,United States of America,Sometimes,,,,Maybe,Yes,No,2017,,
2886,26.0,Male,United States of America,Often,,Don't know,,Maybe,No,No,2017,Yes,
2888,29.0,Male,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
2889,33.0,Female,United States of America,Often,,Yes,,No,No,No,2017,Yes,
2890,44.0,Male,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
2891,34.0,Female,United States of America,Sometimes,,Yes,,Maybe,Yes,Maybe,2017,,
2892,35.0,Male,United States of America,Not applicable to me,,No,,No,Yes,No,2017,,
2893,32.0,Queer/Non-binary,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
2895,31.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,No,Maybe,2017,,
2896,30.0,Male,United States of America,Sometimes,,Yes,,Maybe,No,No,2017,Yes,
2898,26.0,Female,United States of America,Sometimes,,Yes,,Maybe,No,No,2017,Yes,
2900,35.0,Male,United States of America,Sometimes,,Yes,,Maybe,No,No,2017,,
2902,26.0,Male,United States of America,Not applicable to me,,No,,No,I don't know,No,2017,,
2903,30.0,Male,United States of America,Rarely,,Yes,,No,No,No,2017,,
2904,39.0,Male,United States of America,Not applicable to me,,Yes,,No,No,Maybe,2017,,
2912,44.0,Female,United States of America,Sometimes,,Yes,,Yes,Yes,Maybe,2017,,
2913,44.0,Male,United States of America,Not applicable to me,,Don't know,,Yes,Yes,Maybe,2017,,
2914,27.0,Female,United States of America,Often,,Yes,,Yes,No,Maybe,2017,Yes,
2915,42.0,Female,United States of America,Often,,Yes,,Yes,Yes,Maybe,2017,Yes,
2916,28.0,Male,United States of America,Rarely,,Yes,,Yes,Yes,Maybe,2017,Yes,
2917,43.0,Male,United States of America,Sometimes,,Yes,,Maybe,Yes,No,2017,Yes,
2919,49.0,Female,United States of America,Sometimes,,Yes,,No,Yes,No,2017,Yes,
2921,33.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,No,No,2017,,
2922,45.0,Male,United States of America,Sometimes,,Don't know,,No,No,No,2017,,
2923,25.0,Female,United States of America,Often,,Don't know,,Maybe,No,No,2017,Yes,
2924,42.0,Male,United States of America,Often,,Yes,,No,No,No,2017,Yes,
2925,25.0,Male,United States of America,Not applicable to me,,Don't know,,Yes,No,No,2017,,
2926,25.0,Female,United States of America,Sometimes,,No,,Maybe,No,No,2017,,
2927,31.0,Female,United States of America,Not applicable to me,,Don't know,,Yes,Yes,Maybe,2017,,
2928,22.0,Female,United States of America,Not applicable to me,,,,No,Yes,No,2017,,
2929,33.0,Female,United States of America,Often,,No,No,,,No,2017,Yes,
2931,28.0,Male,United States of America,Sometimes,,Yes,,Yes,No,No,2017,,
2932,37.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
2934,47.0,Male,United States of America,Often,,Don't know,Yes,,,No,2017,Yes,
2937,62.0,Female,United States of America,Rarely,,Yes,,No,Yes,No,2017,,
2938,42.0,Male,United States of America,Not applicable to me,,Yes,NA,,,No,2017,,
2939,35.0,Male,United States of America,Often,,Yes,No,,,Maybe,2017,Yes,
2942,51.0,Male,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2943,60.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,Yes,Maybe,2017,,
2944,30.0,Female,United States of America,Sometimes,,No,No,,,No,2017,Yes,
2945,36.0,Female,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2946,38.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,I don't know,Maybe,2017,,
2951,58.0,Female,United States of America,Often,,No,NA,,,No,2017,Yes,
2952,27.0,Male,United States of America,Sometimes,,,,Maybe,No,Yes,2017,Yes,
2954,42.0,Female,United States of America,Sometimes,,Don't know,,Maybe,No,No,2017,,
2956,25.0,Queer/Non-binary,United States of America,Often,,No,,Maybe,No,No,2017,Yes,
2957,40.0,Male,United States of America,Rarely,,Yes,,Maybe,No,No,2017,,
2958,25.0,Female,United States of America,Often,,No,,Yes,No,Yes,2017,Yes,
2959,49.0,Female,United States of America,Not applicable to me,,Don't know,,Maybe,No,No,2017,,
2960,44.0,Female,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2961,30.0,Male,United States of America,Sometimes,,No,,Yes,No,No,2017,Yes,
2962,28.0,Male,United States of America,Often,,No,,No,I don't know,No,2017,,
2963,26.0,Male,United States of America,Often,,,,Maybe,I don't know,Maybe,2017,,
2964,31.0,Male,United States of America,Sometimes,,Yes,,Yes,Yes,No,2017,Yes,
2965,32.0,Male,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
2966,24.0,Male,United States of America,Not applicable to me,,No,,Maybe,I don't know,Maybe,2017,,
2967,34.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
2968,31.0,Female,United States of America,Often,,Don't know,,Maybe,No,No,2017,Yes,
2969,47.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,Yes,No,2017,,
2970,59.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,Maybe,2017,,
2971,44.0,Male,United States of America,Often,,Yes,,Yes,I don't know,No,2017,Yes,
2972,26.0,Male,United States of America,Not applicable to me,,Don't know,,No,No,No,2017,,
2973,43.0,Male,United States of America,Often,,Yes,No,,,Maybe,2017,Yes,
2975,43.0,Male,United States of America,Often,,Don't know,,Yes,Yes,Maybe,2017,,
2979,35.0,Male,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2980,40.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
2983,30.0,Male,United States of America,Sometimes,,Yes,,Maybe,No,Maybe,2017,,
2984,37.0,Male,United States of America,Not applicable to me,,Don't know,,Yes,I don't know,No,2017,,
2985,27.0,Male,United States of America,Sometimes,,No,,No,No,No,2017,Yes,
2986,42.0,Male,United States of America,Sometimes,,Yes,,Maybe,No,No,2017,,
2987,49.0,Male,United States of America,Sometimes,,Yes,,Maybe,Yes,No,2017,,
2988,40.0,Male,United States of America,Often,,Yes,,Maybe,No,Maybe,2017,Yes,
2989,26.0,Female,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
2990,29.0,Male,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
2991,39.0,Female,United States of America,Not applicable to me,,Yes,,Maybe,Yes,Maybe,2017,,
2992,40.0,Male,United States of America,Often,,Yes,,Maybe,I don't know,No,2017,Yes,
2994,50.0,Male,United States of America,Not applicable to me,,Don't know,,No,I don't know,No,2017,,
2995,35.0,Male,United States of America,Rarely,,Don't know,,Maybe,Yes,Maybe,2017,Yes,
2997,35.0,Female,United States of America,Sometimes,,Yes,,No,Yes,No,2017,Yes,
2998,36.0,Male,United States of America,Not applicable to me,,Don't know,,No,No,No,2017,,
2999,50.0,Female,United States of America,Often,,No,,Maybe,I don't know,No,2017,,
3000,47.0,Female,United States of America,Not applicable to me,,Yes,,Yes,No,No,2017,,
3001,30.0,Male,United States of America,Not applicable to me,,,,Maybe,No,No,2017,,
3002,30.0,Male,United States of America,Often,,Yes,,Maybe,I don't know,No,2017,Yes,
3003,32.0,Male,United States of America,Often,,,,Yes,No,No,2017,Yes,
3004,38.0,,United States of America,Sometimes,,,,Maybe,Yes,No,2017,Yes,
3005,38.0,Male,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
3006,38.0,Male,United States of America,Often,,Yes,,Maybe,I don't know,Maybe,2017,Yes,
3007,26.0,Female,United States of America,Not applicable to me,,Yes,,Maybe,I don't know,No,2017,,
3008,45.0,Female,United States of America,Often,,Yes,,No,No,No,2017,Yes,
3009,37.0,Female,United States of America,Not applicable to me,,Yes,,No,Yes,No,2017,,
3010,24.0,Female,United States of America,Often,,No,,Maybe,No,No,2017,Yes,
3011,33.0,Female,United States of America,Often,,Yes,,Maybe,Yes,No,2017,Yes,
3012,35.0,Female,United States of America,Not applicable to me,,Yes,,Maybe,I don't know,No,2017,,
3013,44.0,Male,United States of America,Not applicable to me,,Yes,,Yes,No,Yes,2017,,
3014,27.0,Female,United States of America,Rarely,,,,Yes,No,No,2017,Yes,
3015,33.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,No,No,2017,,
3016,28.0,Female,United States of America,Not applicable to me,,No,,Maybe,I don't know,No,2017,,
